Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002877,1.0,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,1
LP002888,1.0,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,1
LP002892,1.0,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1
LP002893,1.0,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0
LP002894,0.0,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1
LP002898,1.0,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural,0
LP002911,1.0,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0
LP002912,1.0,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0
LP002916,1.0,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1
LP002917,0.0,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1
LP002925,0.0,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1
LP002926,1.0,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,0
LP002928,1.0,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1
LP002931,1.0,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,0
LP002933,0.0,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1
LP002936,1.0,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1
LP002938,1.0,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1
LP002940,1.0,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1
LP002941,1.0,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0
LP002943,1.0,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,0
LP002945,1.0,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,1
LP002948,1.0,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1
LP002949,0.0,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,0
LP002950,1.0,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,1
LP002953,1.0,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,1
LP002958,1.0,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1
LP002959,0.0,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1
LP002960,1.0,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,0
LP002961,1.0,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,1
LP002964,1.0,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1
LP002974,1.0,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1
LP002978,0.0,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1
LP002979,1.0,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,1
LP002983,1.0,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1
LP002984,1.0,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1
LP002990,0.0,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0
